PT08.S1(CO),T,RH,AH
968,16.0,75.9,1.3721
861,16.9,72.0,1.3749
904,15.7,76.3,1.3519
866,14.8,78.7,1.3169
881,14.8,79.7,1.3286
838,14.6,79.9,1.3156
905,15.2,78.0,1.3382
1055,15.5,77.2,1.3502
1328,15.7,76.4,1.3558
1401,16.0,76.4,1.3751
1291,16.7,73.8,1.3886
1316,18.6,66.3,1.4047
1116,20.4,58.1,1.3762
1139,20.6,57.3,1.3792
1165,21.6,53.6,1.3669
1260,21.4,55.6,1.4015
1475,20.7,63.0,1.5204
1521,21.3,61.9,1.5463
1633,20.8,64.0,1.5522
1463,20.3,66.7,1.5656
1140,19.7,64.5,1.4594
1147,19.4,64.0,1.4282
988,20.1,60.8,1.4152
924,20.4,60.4,1.4263
950,20.1,62.6,1.4543
926,19.9,64.9,1.4905
879,18.2,74.7,1.5441
864,18.4,73.8,1.5463
868,18.7,73.5,1.5664
894,18.2,76.6,1.5907
1009,18.5,76.4,1.6112
1069,19.3,71.6,1.5844
1311,20.2,66.9,1.5643
1370,20.8,64.7,1.5692
1246,21.9,61.8,1.6021
1039,23.5,57.7,1.6515
1296,19.8,81.0,1.8538
1523,20.2,86.5,2.0224
1424,20.2,82.2,1.9184
1513,19.7,82.2,1.8669
1338,20.2,79.1,1.85
1214,20.1,75.4,1.751
1290,20.2,72.3,1.6893
1353,20.0,73.3,1.693
1130,18.3,74.9,1.5583
969,18.9,70.4,1.5259
1038,17.3,76.3,1.4919
1020,17.1,77.9,1.5081
1097,17.3,79.3,1.5569
1123,17.3,79.9,1.5643
1023,16.9,80.6,1.5372
1015,16.9,81.4,1.551
979,16.8,81.5,1.5418
931,16.9,79.8,1.5238
922,16.7,79.7,1.503
989,16.8,79.0,1.4978
1149,16.8,79.8,1.5115
1202,16.9,79.9,1.5253
1206,17.4,79.3,1.5593
1224,18.0,76.6,1.5706
1371,21.2,64.4,1.6015
1327,22.4,60.8,1.6261
1301,22.6,61.1,1.6596
1301,23.6,57.3,1.645
1314,23.5,58.3,1.664
1394,22.9,61.6,1.7014
1385,22.3,64.3,1.7055
1440,21.6,68.0,1.7305
1493,21.2,67.4,1.6755
1319,20.8,65.8,1.6001
1187,20.4,64.8,1.5379
1119,20.1,66.7,1.5548
1100,19.5,70.0,1.5711
1076,19.3,70.4,1.5578
972,19.7,68.6,1.5563
973,19.7,68.2,1.5484
918,19.9,68.4,1.5673
844,18.4,74.2,1.5581
817,18.9,71.3,1.5449
791,18.1,79.0,1.6224
819,20.4,71.2,1.6834
972,20.6,70.7,1.6996
997,19.3,74.1,1.6391
1194,22.2,64.4,1.7005
1240,23.0,64.6,1.7851
1117,24.3,57.4,1.7233
1141,22.0,67.0,1.7441
1062,22.9,65.7,1.8148
1160,23.2,63.9,1.7957
1169,23.0,62.3,1.7248
1185,22.4,63.2,1.6878
1571,21.7,66.6,1.7077
1464,21.2,70.3,1.7476
1423,20.8,70.9,1.7203
1318,20.0,73.2,1.6965
1229,19.7,73.7,1.6708
1187,19.9,72.6,1.6681
1353,20.1,71.3,1.6564
1407,20.1,71.1,1.6498
1333,19.6,73.2,1.6543
1269,19.1,75.8,1.6568
1253,18.4,77.9,1.6389
1212,18.4,78.1,1.637
1061,19.2,74.7,1.6398
1028,19.4,75.1,1.6766
1067,19.1,75.6,1.6519
1111,20.3,71.1,1.6803
1189,23.1,61.3,1.7131
1293,25.1,56.0,1.7565
1285,25.8,56.1,1.841
1236,23.7,68.2,1.9739
1082,23.1,70.8,1.98
1188,23.9,66.3,1.9361
1348,23.8,65.0,1.8897
1394,23.2,65.6,1.8435
1472,21.8,72.7,1.8789
1291,21.7,67.3,1.7256
1264,21.3,66.3,1.6594
1264,20.4,71.6,1.7004
1260,19.6,75.3,1.6981
1184,19.3,75.8,1.6762
1122,18.4,76.3,1.6017
983,18.2,76.4,1.5787
885,17.9,74.8,1.5219
825,17.5,74.5,1.4781
791,17.2,74.0,1.4388
802,17.6,73.2,1.4555
804,17.9,69.3,1.4099
1014,16.1,76.3,1.3902
1316,17.1,72.8,1.4054
1296,20.8,57.9,1.407
1381,20.6,60.2,1.4428
1570,22.1,56.6,1.4851
1426,24.0,50.0,1.4679
1535,25.7,45.6,1.487
1678,25.5,49.7,1.5985
1605,25.2,50.6,1.5989
1559,25.4,50.7,1.6187
1713,24.4,56.0,1.6885
1751,23.0,62.1,1.7283
1723,21.8,65.3,1.6889
1778,20.9,67.5,1.6539
1461,20.2,68.6,1.6034
1258,19.3,70.8,1.5728
1138,19.2,68.8,1.5097
936,20.4,61.1,1.4495
1167,18.0,71.5,1.4615
1071,17.5,73.2,1.4515
866,17.2,71.7,1.394
836,16.4,74.4,1.3779
823,16.8,71.9,1.3628
890,16.9,70.5,1.3504
1019,17.0,70.1,1.3512
1177,18.8,62.5,1.3401
1348,20.3,58.4,1.3745
1341,23.7,49.1,1.423
1307,26.6,42.8,1.4713
1305,26.2,43.5,1.4591
1177,26.3,43.6,1.4663
1192,26.6,42.5,1.4568
1214,26.3,43.7,1.4718
1240,25.6,46.2,1.4903
1271,25.1,47.6,1.4983
1333,23.8,51.4,1.4956
1390,23.3,53.1,1.496
1266,22.4,55.2,1.4735
1140,21.7,57.7,1.4766
1240,20.5,63.0,1.5043
1187,19.5,67.6,1.5156
1043,18.7,69.0,1.4727
948,19.3,65.5,1.45
955,17.6,70.8,1.4105
915,16.8,72.9,1.3851
832,17.8,68.1,1.3722
846,16.1,73.5,1.3329
897,15.8,73.5,1.3151
908,17.0,68.0,1.3102
1348,16.0,72.2,1.3077
1384,17.8,65.4,1.3213
1473,20.6,56.0,1.3467
1360,23.6,48.0,1.3757
1305,23.7,49.8,1.4433
1337,24.7,47.4,1.4527
1414,25.9,42.8,1.4122
1463,26.8,43.3,1.4977
1530,26.6,45.5,1.5555
1915,24.8,53.9,1.6683
1882,23.1,61.1,1.7082
1589,22.2,63.7,1.6865
1463,21.1,66.1,1.6313
1380,20.0,69.0,1.5956
1383,19.1,72.0,1.5732
1181,18.8,70.6,1.5209
1061,18.5,69.5,1.4657
1091,18.4,68.5,1.439
1010,16.8,73.3,1.3915
868,17.9,66.8,1.3596
852,16.5,71.0,1.3239
826,16.9,67.9,1.295
862,16.1,69.3,1.2591
951,16.1,69.6,1.2593
1210,16.2,70.1,1.2837
1601,16.5,69.3,1.2897
1477,19.6,58.3,1.3141
1458,20.7,55.5,1.3414
1354,20.8,56.3,1.3664
1385,21.7,53.1,1.3649
1460,23.0,49.0,1.362
1492,24.2,44.0,1.3078
1569,24.7,43.6,1.3396
1870,23.0,54.2,1.5066
1774,21.4,60.9,1.5322
1388,20.3,61.4,1.4417
1303,20.0,63.2,1.4581
1257,19.1,64.4,1.405
1132,18.1,67.5,1.3855
1050,17.8,66.9,1.3464
1033,17.6,66.5,1.3249
1106,16.1,71.2,1.2948
1107,15.5,73.3,1.2845
1011,15.4,72.8,1.2633
916,15.6,70.8,1.2461
852,17.0,64.5,1.2374
889,14.9,72.3,1.2186
1002,14.0,76.6,1.2183
1231,14.6,74.2,1.2256
1212,15.9,69.8,1.253
1121,18.4,61.3,1.2854
1260,20.0,56.7,1.3078
1391,20.4,57.0,1.3507
1463,20.7,59.3,1.4283
1464,21.7,54.8,1.4024
1412,22.0,54.2,1.4096
1450,21.4,57.1,1.4356
1416,20.8,58.7,1.4259
1346,20.1,59.6,1.3852
1273,20.0,58.4,1.3473
1206,19.5,58.9,1.3195
1252,19.5,57.4,1.2874
1069,19.1,59.2,1.295
1061,18.8,59.1,1.2702
1072,18.0,60.4,1.2331
1075,17.5,60.7,1.2009
992,17.5,59.4,1.1768
914,17.1,59.2,1.1477
854,17.0,52.3,1.0009
774,16.1,49.8,0.9021
757,15.5,51.5,0.9026
752,15.1,52.0,0.8878
757,14.9,46.8,0.7885
777,15.5,42.4,0.74
774,16.6,38.2,0.7186
805,18.0,34.7,0.7089
838,18.0,35.1,0.7176
824,17.6,33.8,0.6726
812,17.5,33.7,0.6691
806,17.2,33.9,0.6591
789,16.8,32.1,0.6073
821,16.0,34.1,0.6155
1024,14.8,37.5,0.6259
1009,14.4,39.2,0.6407
1064,14.1,43.0,0.6883
1001,13.4,48.4,0.7397
927,12.7,51.2,0.7505
819,9.9,71.4,0.8736
847,10.2,71.6,0.8893
798,10.6,61.3,0.7856
757,11.1,55.6,0.7344
703,11.5,50.4,0.6815
689,11.3,49.5,0.6615
698,10.8,50.9,0.657
720,10.9,50.1,0.6519
797,10.8,49.7,0.6429
950,10.7,50.4,0.6467
887,10.9,50.0,0.6531
850,12.1,46.5,0.653
836,12.4,44.1,0.6324
827,13.0,40.1,0.5989
819,13.4,36.3,0.5556
919,13.1,38.5,0.5776
897,11.5,46.4,0.6302
973,13.1,40.4,0.606
1065,13.0,39.3,0.5877
1341,11.3,50.9,0.679
1303,10.6,53.4,0.6818
1189,9.5,57.9,0.6877
1054,8.6,60.5,0.6788
943,8.5,59.7,0.6649
903,7.9,61.4,0.6582
858,7.1,63.6,0.6442
821,7.2,62.2,0.6362
781,5.6,67.9,0.6247
741,5.1,68.7,0.6077
720,4.4,71.4,0.6024
733,4.1,73.1,0.6074
780,3.2,76.8,0.5963
915,3.7,76.2,0.6137
1228,4.9,70.7,0.6193
1239,7.1,62.0,0.6265
1209,8.1,59.1,0.6397
1257,11.1,48.8,0.643
1007,11.3,46.5,0.6194
1020,12.5,42.3,0.6104
1094,12.5,42.8,0.6177
1045,12.6,42.4,0.6159
909,13.8,40.7,0.6405
1013,11.0,58.8,0.7705
1236,8.3,76.5,0.8426
1275,8.6,75.5,0.8469
1237,8.8,76.6,0.8678
1101,8.0,81.0,0.8714
962,7.3,85.7,0.8818
841,6.5,85.6,0.8353
831,6.5,83.5,0.8116
843,6.9,82.3,0.8244
798,7.3,78.1,0.8041
730,7.9,68.0,0.7265
715,8.0,64.5,0.695
726,8.1,68.6,0.7409
771,6.3,84.8,0.8148
805,6.7,79.8,0.7872
958,7.1,77.9,0.7914
1021,7.9,73.5,0.7883
969,6.9,86.0,0.8632
923,6.8,87.1,0.8652
973,8.0,81.6,0.8755
996,9.5,70.0,0.8296
1055,10.5,62.2,0.7923
1023,11.4,59.1,0.7963
1039,11.1,58.6,0.7737
1051,10.8,57.6,0.7473
1050,10.6,56.9,0.7281
1156,10.6,59.3,0.7588
1277,10.0,71.5,0.8768
1172,10.3,71.1,0.8878
1048,10.5,70.3,0.893
1144,10.2,71.3,0.8859
1104,9.7,73.1,0.8787
1038,9.3,73.5,0.8651
960,9.2,73.9,0.8616
934,8.1,78.1,0.8452
930,7.6,81.2,0.8483
918,7.5,81.5,0.8495
952,8.3,77.2,0.8464
1019,8.9,75.6,0.8667
1287,9.2,81.7,0.9506
1578,9.9,83.4,1.0194
1417,10.2,82.3,1.0253
1392,11.2,80.7,1.0688
1147,11.8,76.1,1.0516
1150,12.5,71.3,1.0285
1252,13.2,68.4,1.0346
1186,12.5,73.2,1.0563
1172,12.2,75.7,1.0693
1109,11.5,78.1,1.0565
1201,11.6,76.0,1.0354
1189,12.0,73.3,1.0264
1282,12.9,68.8,1.0175
1207,13.1,69.6,1.0464
904,12.3,73.4,1.049
900,12.7,71.0,1.0387
932,12.9,69.9,1.0371
968,12.9,70.5,1.0442
827,13.1,67.7,1.0198
789,13.1,67.6,1.0127
812,13.8,64.0,1.0042
811,13.7,64.4,1.0036
827,13.9,63.8,1.0079
849,14.1,64.5,1.0287
1001,14.0,66.1,1.0488
1021,14.2,66.4,1.0673
978,14.9,62.5,1.0529
996,16.3,58.4,1.0729
1014,16.9,56.5,1.0801
1061,17.4,55.8,1.098
1092,17.4,57.3,1.1328
1129,17.7,55.5,1.1127
1077,16.8,58.9,1.1199
1153,17.0,57.5,1.1071
1234,16.2,60.2,1.1003
1319,16.7,58.0,1.0916
1251,16.5,58.8,1.0921
1165,15.8,61.1,1.0856
954,15.7,60.8,1.0769
971,15.9,59.6,1.0673
961,15.6,60.0,1.0594
952,15.6,60.1,1.0557
875,15.7,59.5,1.0534
891,15.7,60.1,1.064
1006,15.6,61.7,1.0847
907,15.8,59.9,1.0693
938,15.2,61.8,1.0602
925,16.1,55.4,1.0089
1157,14.9,64.1,1.0773
1169,15.6,62.0,1.0904
1312,17.9,54.6,1.11
1347,21.1,44.5,1.0964
1321,20.3,46.7,1.0971
1267,21.5,42.7,1.0837
1234,21.5,43.1,1.0919
1101,21.5,43.4,1.0965
1149,20.8,45.5,1.1054
1094,19.2,49.6,1.0893
1056,18.3,51.6,1.0732
1030,17.7,51.5,1.0357
1075,17.2,51.5,1.0015
927,15.9,54.9,0.9853
793,14.0,55.2,0.8807
796,13.3,53.0,0.8044
780,11.9,55.5,0.7711
774,11.4,54.6,0.7363
718,10.4,53.7,0.6749
705,9.9,54.3,0.6609
689,9.8,51.3,0.6225
678,9.5,52.2,0.6198
655,10.0,45.7,0.5598
649,10.2,41.9,0.5209
647,10.6,36.1,0.4624
667,10.7,36.0,0.4623
669,10.8,35.4,0.4583
667,11.4,32.9,0.4435
705,12.4,32.0,0.4583
710,12.4,31.3,0.45
713,12.2,31.8,0.4514
703,10.5,37.9,0.4821
738,9.6,44.2,0.5289
795,8.2,57.9,0.6293
861,7.3,63.5,0.6519
836,8.4,55.7,0.6155
812,9.1,49.6,0.5765
771,10.0,41.4,0.5102
711,10.4,36.2,0.4561
741,11.3,32.3,0.4329
696,10.9,33.5,0.4378
692,10.6,34.9,0.4455
679,10.7,36.1,0.4639
676,11.0,37.3,0.488
681,10.7,39.2,0.5045
683,10.4,38.6,0.4862
704,10.4,37.4,0.4717
767,10.5,37.0,0.4707
964,10.7,37.9,0.487
925,11.1,38.1,0.5023
883,12.6,36.6,0.5314
894,13.8,36.2,0.569
881,13.4,37.1,0.5683
867,13.5,34.9,0.5393
856,13.7,32.2,0.5032
862,13.6,32.1,0.4977
891,13.5,31.8,0.4876
931,13.5,27.9,0.4287
1025,12.7,28.9,0.4233
1029,12.6,30.2,0.4384
1038,12.3,32.0,0.4553
904,12.0,34.3,0.4787
844,11.6,37.3,0.5095
839,11.3,40.3,0.5406
844,11.3,41.8,0.561
800,11.2,42.0,0.5582
786,11.0,42.6,0.5595
737,11.2,41.3,0.5498
732,11.1,40.8,0.5395
737,10.7,41.8,0.536
778,10.2,43.6,0.5405
867,10.1,44.0,0.5434
1248,10.1,45.6,0.5632
1389,11.3,43.9,0.5867
1184,14.5,33.8,0.5541
1160,17.5,26.4,0.5228
982,17.2,22.4,0.4354
948,17.3,20.4,0.4011
1017,18.1,21.0,0.4321
985,17.9,22.3,0.4537
1017,17.6,23.7,0.473
1121,16.7,25.9,0.4886
1129,14.8,29.6,0.4965
1101,13.6,34.0,0.5251
1182,13.4,40.4,0.6178
1144,11.8,44.3,0.6121
1046,10.7,47.5,0.6108
990,10.2,49.4,0.6138
974,9.5,51.0,0.6045
953,7.7,57.9,0.6107
868,8.4,54.5,0.6022
833,7.9,55.4,0.593
786,6.2,61.0,0.5824
834,6.8,58.6,0.5813
845,5.7,62.7,0.5801
929,5.9,62.0,0.5811
1234,6.3,61.7,0.5926
1270,7.5,58.8,0.6117
1241,11.4,45.4,0.6113
1268,14.1,39.2,0.6278
1248,13.3,42.3,0.6448
1317,14.7,38.9,0.6462
1308,16.5,32.9,0.6127
1321,17.4,32.7,0.6422
1360,17.3,33.9,0.6627
1659,16.0,41.5,0.7483
1802,13.7,52.8,0.8244
1549,13.0,55.1,0.824
1407,12.4,56.8,0.8141
1374,10.7,62.1,0.7972
1127,10.5,61.1,0.7755
1096,9.7,62.5,0.7509
1119,8.8,65.5,0.7435
999,8.8,63.8,0.7236
987,8.5,65.0,0.7221
912,7.5,69.3,0.7201
893,6.4,74.0,0.7134
878,5.9,76.6,0.7179
996,6.1,76.7,0.7271
1119,6.8,74.5,0.7415
1407,7.7,72.5,0.7666
1503,8.9,67.4,0.7714
1446,11.4,58.3,0.7868
1416,13.4,52.8,0.8086
1448,15.8,50.1,0.892
1282,18.3,50.0,1.0431
1271,18.8,49.2,1.0548
1321,18.4,49.6,1.0391
1362,18.3,51.0,1.0586
1316,17.6,53.1,1.0596
1374,17.3,53.6,1.0472
1388,16.8,55.2,1.048
1422,16.6,56.5,1.0551
1281,16.3,58.1,1.0648
1192,15.9,59.0,1.059
1108,15.9,59.4,1.0628
1071,15.7,60.9,1.0774
999,16.1,59.5,1.0811
925,15.5,63.8,1.1119
886,14.9,65.3,1.1018
888,14.7,64.4,1.0704
863,14.7,59.8,0.9968
870,15.4,55.9,0.9722
1043,14.5,63.0,1.0319
1478,14.7,63.1,1.0513
1436,15.2,62.2,1.0641
1354,16.1,59.2,1.0736
1290,17.0,55.9,1.0741
1203,17.6,52.2,1.0396
1298,17.3,55.4,1.0836
1352,17.8,53.5,1.0833
1247,18.3,52.3,1.0922
1375,18.3,52.8,1.1016
1553,17.7,56.6,1.133
1521,17.3,58.2,1.1435
1623,16.2,62.6,1.1455
1510,15.2,57.5,0.9829
837,14.2,27.7,0.4451
667,13.4,14.3,0.2185
695,12.8,14.8,0.218
683,12.2,14.0,0.1988
695,12.0,14.5,0.2029
703,10.8,17.0,0.2193
698,10.4,19.2,0.242
714,9.7,22.5,0.2698
692,9.0,23.1,0.2648
729,8.7,24.7,0.2785
880,6.9,39.4,0.3948
974,6.3,44.8,0.431
1086,7.2,43.2,0.4417
1087,11.9,27.9,0.3882
933,14.8,17.9,0.2977
852,14.8,14.3,0.2397
882,14.7,15.5,0.2586
888,14.7,16.6,0.2756
878,14.8,15.6,0.2615
892,15.3,14.3,0.2462
1117,13.5,19.5,0.3003
1252,11.1,31.8,0.4187
1012,10.2,33.4,0.4143
1025,9.5,35.9,0.4273
1033,8.0,39.8,0.4286
1008,6.6,44.1,0.4333
992,6.1,45.2,0.4295
1187,5.2,50.8,0.452
1065,4.9,53.0,0.4629
889,5.3,48.7,0.4364
901,4.2,53.6,0.4454
875,3.1,56.3,0.4368
808,4.1,52.2,0.4338
858,3.5,55.9,0.4431
819,1.8,61.7,0.4376
862,1.3,65.3,0.4457
877,3.2,57.0,0.4434
941,7.2,42.8,0.4356
983,10.3,34.2,0.4291
1067,10.9,33.8,0.4393
1100,12.2,30.0,0.4245
958,13.3,24.3,0.3686
866,15.2,18.7,0.3214
1018,14.9,21.7,0.3646
1175,13.1,25.4,0.3814
1197,11.7,32.7,0.4472
1110,10.1,34.4,0.4249
1060,9.8,36.0,0.4364
1136,7.1,43.2,0.436
1049,5.9,47.8,0.4459
1053,5.3,50.5,0.453
970,5.6,48.0,0.4412
1049,3.9,55.9,0.4568
919,3.3,58.0,0.4551
870,3.7,56.3,0.4544
814,4.2,54.8,0.4571
820,2.6,60.8,0.4544
897,3.7,57.9,0.4651
988,4.5,54.8,0.466
1242,4.9,55.8,0.4882
1493,5.4,55.1,0.497
1394,6.2,51.8,0.4952
1252,6.8,49.8,0.4959
1255,7.3,50.6,0.5184
1360,7.8,49.0,0.5191
1369,8.0,49.2,0.5282
1361,8.3,49.3,0.5414
1411,8.5,49.6,0.5517
1509,8.5,52.6,0.5856
1738,8.9,53.4,0.6117
1766,9.1,53.8,0.6216
1706,8.9,54.2,0.6183
1472,8.5,54.2,0.6054
1392,8.5,57.8,0.6432
1335,7.7,71.1,0.7503
1285,7.9,72.5,0.7766
1267,8.0,75.3,0.8079
1176,8.0,76.2,0.8217
1079,7.8,81.3,0.8631
1084,7.9,81.8,0.8759
1091,8.2,81.4,0.888
1126,8.5,81.1,0.8989
1210,8.9,79.3,0.9088
1565,9.5,77.9,0.9278
1578,9.9,77.6,0.9488
1702,10.7,76.2,0.9798
1552,11.8,72.2,0.9948
1590,13.3,66.9,1.0163
1640,13.8,67.0,1.0513
1769,13.9,67.6,1.0666
1581,14.2,66.8,1.073
1658,14.2,67.8,1.0879
1821,13.6,71.0,1.1018
1982,13.2,72.6,1.0936
2008,12.4,74.7,1.0741
1918,11.5,76.2,1.0324
1693,10.4,79.3,0.9993
1495,10.0,82.5,1.015
1449,10.0,82.6,1.0163
1439,10.1,83.5,1.0296
1270,10.0,83.6,1.0235
1163,10.4,80.8,1.0191
1130,10.6,80.3,1.0252
1023,10.6,78.8,1.008
931,10.5,77.8,0.9839
953,9.8,79.2,0.9567
1108,9.5,80.3,0.9532
1414,9.8,80.5,0.9724
1423,10.3,80.3,1.002
1352,11.1,77.2,1.0175
1303,13.3,68.8,1.0505
1103,15.1,58.3,0.9978
1138,15.6,56.2,0.9876
1278,15.4,59.6,1.0375
1292,14.6,63.7,1.0508
1374,13.7,66.8,1.0432
1464,12.3,72.5,1.0331
1562,10.8,77.2,1.0021
1592,10.2,80.4,1.0003
1669,10.1,79.3,0.9795
1429,10.0,76.1,0.9329
1354,8.6,82.3,0.9198
1311,7.7,84.3,0.8881
1311,7.1,84.1,0.8557
1292,6.7,83.2,0.819
1091,6.0,83.0,0.78
1009,5.1,84.0,0.7439
1050,4.3,85.4,0.7152
1053,4.0,85.7,0.7041
1016,4.0,84.4,0.6943
1057,4.0,83.1,0.682
1309,4.4,81.3,0.689
1315,6.7,72.6,0.718
1315,10.0,63.4,0.7791
1111,13.6,48.7,0.7547
1087,14.6,46.5,0.7687
1104,15.4,43.0,0.7483
1142,16.4,38.2,0.7081
1164,16.8,37.6,0.7129
1214,16.8,36.7,0.6944
1369,15.4,41.3,0.7151
1368,13.8,48.9,0.7699
1226,13.3,50.9,0.7745
1225,11.5,57.3,0.7786
1190,10.7,59.8,0.7674
1128,10.0,61.8,0.7576
1105,9.9,62.1,0.7566
1152,9.3,64.5,0.7554
1141,9.1,65.7,0.7607
1121,8.9,71.8,0.818
1043,9.1,72.9,0.8429
1090,8.7,77.6,0.8753
982,9.0,77.3,0.8873
974,9.1,77.3,0.8944
1118,9.3,76.9,0.9007
1508,10.0,75.0,0.9179
1521,10.6,72.7,0.9272
1562,12.4,64.8,0.931
1392,13.7,59.9,0.9335
1439,14.9,57.0,0.9564
1539,15.5,56.2,0.9814
1608,15.8,56.3,1.0026
1589,15.8,57.9,1.0292
1704,15.7,58.9,1.0432
1822,15.5,61.2,1.067
1956,15.5,62.8,1.0979
1676,15.6,64.9,1.1396
1834,15.1,67.0,1.1394
1759,14.6,67.7,1.1164
1518,13.8,67.8,1.0609
1502,13.4,69.0,1.0579
1499,13.0,73.7,1.0957
1531,12.7,77.5,1.1339
1424,12.4,78.4,1.1269
1279,11.9,79.7,1.1075
1250,11.9,80.7,1.1199
1189,13.2,75.8,1.1459
1197,12.3,81.9,1.1674
1273,12.8,80.8,1.1898
1298,13.7,76.3,1.1932
1453,13.4,78.8,1.2104
1492,13.8,77.8,1.2201
1481,15.1,73.2,1.244
1524,15.8,70.5,1.2557
1562,15.4,73.3,1.27
1567,15.6,71.4,1.2596
1568,16.3,68.7,1.2596
1622,16.4,68.2,1.2662
1515,15.6,70.2,1.238
1603,14.2,75.8,1.2202
1514,14.0,74.6,1.1865
1567,13.3,75.8,1.1506
1380,13.7,72.5,1.1326
1214,12.8,73.8,1.0853
1225,11.2,78.3,1.0415
1250,10.6,79.4,1.0133
1143,10.8,77.5,1.0027
1046,10.5,78.6,0.9976
953,10.3,77.6,0.9743
913,10.3,74.9,0.9362
858,11.2,69.0,0.9159
848,8.9,77.1,0.8804
871,9.5,73.3,0.8719
909,8.6,77.2,0.8617
906,8.6,76.6,0.8586
859,9.7,72.0,0.8649
1028,11.1,68.2,0.8979
1089,11.8,65.0,0.8966
1184,12.1,64.8,0.9135
1136,12.6,63.2,0.9209
1069,13.4,61.9,0.9513
1214,13.3,63.3,0.9597
1212,11.2,70.9,0.9406
1218,9.6,76.5,0.9184
1279,9.9,76.3,0.9296
1382,10.4,74.6,0.9394
1292,10.3,75.1,0.9399
1250,10.4,75.4,0.947
1260,10.5,75.4,0.9566
1203,10.2,78.4,0.9757
1146,9.9,80.5,0.984
1130,9.8,81.4,0.9855
1032,9.5,81.7,0.9693
993,8.9,83.0,0.9487
987,8.8,83.7,0.9529
1018,8.7,84.2,0.9526
1129,8.7,83.7,0.9454
1440,9.6,80.8,0.9687
1609,11.3,75.3,1.0048
1573,13.8,68.5,1.0718
1705,14.9,64.9,1.0929
1551,15.3,63.2,1.0898
1163,18.6,49.1,1.0425
1186,18.6,49.3,1.0451
1166,18.4,49.9,1.0453
1200,17.9,51.4,1.0488
1134,18.0,51.9,1.0622
1161,16.7,57.3,1.0813
1117,17.3,57.0,1.1137
1114,16.8,58.7,1.1109
1022,16.5,59.2,1.1021
996,16.3,59.7,1.0941
1002,16.0,61.6,1.1127
1032,15.6,66.6,1.1763
1052,13.8,80.4,1.2621
1014,13.2,84.4,1.2779
897,13.6,82.8,1.2845
878,13.8,81.3,1.2767
840,13.6,75.5,1.172
879,11.5,81.4,1.1025
999,11.8,80.7,1.1181
1251,12.3,78.9,1.1283
1351,13.0,76.0,1.1317
1312,13.7,70.9,1.1076
1201,14.0,70.9,1.1244
1120,14.6,65.9,1.088
1071,14.9,59.9,1.0063
1085,14.9,58.4,0.9839
1113,15.3,54.3,0.9357
1310,14.6,56.6,0.9367
1183,12.6,62.0,0.9027
1362,11.9,62.3,0.8674
1408,11.6,64.3,0.8789
1471,11.5,68.0,0.9207
1157,10.7,73.9,0.9502
1061,9.6,83.0,0.9899
1006,9.6,79.9,0.9579
1039,9.8,79.4,0.9626
886,10.1,75.3,0.9322
900,9.1,80.0,0.9299
856,8.7,82.4,0.9294
857,8.5,81.7,0.9074
844,8.3,80.4,0.8861
927,8.9,79.2,0.9067
1007,8.7,80.8,0.9096
1318,9.0,79.8,0.9203
1396,9.5,78.3,0.9338
1337,10.4,76.0,0.9561
1202,11.0,74.4,0.9736
1309,13.8,63.6,0.9959
1351,13.6,65.6,1.0167
1501,13.7,66.5,1.038
1426,13.0,73.0,1.086
1544,12.7,77.1,1.1251
1566,12.3,79.7,1.1342
1547,12.3,78.8,1.1279
1124,12.5,72.6,1.0489
1090,11.8,76.1,1.0544
1034,11.3,79.9,1.0697
1040,11.1,84.3,1.1137
1060,11.3,83.1,1.1089
1076,11.6,81.0,1.1082
975,11.7,77.8,1.0689
987,11.7,78.6,1.0813
928,11.9,78.2,1.0856
889,12.0,77.4,1.0825
880,12.0,78.0,1.094
919,12.4,75.3,1.0813
1073,12.5,76.4,1.1021
1435,12.9,73.8,1.0937
1477,13.3,70.7,1.0749
1337,14.3,66.1,1.0711
1308,15.4,63.9,1.1071
1245,15.9,62.7,1.1273
1295,16.4,61.9,1.1465
1338,18.0,58.0,1.1901
1405,19.2,57.9,1.2757
1456,18.1,62.1,1.2822
1516,16.7,67.3,1.2707
1707,15.8,70.7,1.2601
1816,15.4,73.0,1.2688
1713,15.4,73.0,1.2648
1646,15.3,73.6,1.2691
1468,15.1,74.3,1.2623
1443,14.2,78.0,1.254
1289,14.1,81.4,1.3066
1194,14.4,82.7,1.3496
1165,14.1,84.1,1.3461
1003,14.1,84.8,1.3544
986,14.0,84.1,1.3389
930,13.9,85.1,1.3449
988,13.8,85.5,1.3469
1094,13.8,85.3,1.3412
1528,13.7,84.5,1.3202
1628,13.9,83.9,1.3284
1555,14.6,81.6,1.3448
1290,15.8,74.7,1.3336
1280,16.4,72.1,1.336
1302,16.8,70.3,1.3341
1332,17.9,66.3,1.3499
1332,18.8,62.7,1.3506
1493,19.0,61.6,1.3407
1648,17.7,68.3,1.3713
1482,16.5,71.7,1.3358
1501,15.7,72.7,1.2872
1601,15.0,74.4,1.2593
1421,14.6,75.2,1.2405
1232,14.0,75.7,1.2051
1270,13.1,78.7,1.1817
1257,12.6,78.4,1.1419
1246,12.8,77.9,1.1438
1166,12.1,79.4,1.1201
1062,11.6,80.1,1.0899
1005,11.6,79.7,1.0858
1032,11.4,81.1,1.0928
1034,11.5,81.7,1.1033
1024,12.4,77.1,1.1072
